Name,Weekly.rank,Peak.position,Weeks.on.chart,Week,Acousticness,Danceability,Duration,Energy,Explicit,Instrumentalness,Loudness,Mode,Popularity,Speechiness,Tempo,Valence
21 Questions,1,1.0,2.0,2003-06-02,0.325,0.578,224373,0.802,0,0.000158,-4.106,0,13,0.306,90.488,0.898
21 Questions,1,1.0,3.0,2003-06-09,0.325,0.578,224373,0.802,0,0.000158,-4.106,0,13,0.306,90.488,0.898
21 Questions,1,1.0,4.0,2003-06-16,0.325,0.578,224373,0.802,0,0.000158,-4.106,0,13,0.306,90.488,0.898
Flying Without Wings,2,,,2003-06-23,0.75,0.498,226133,0.493,0,0.0,-7.748,1,5,0.0369,146.049,0.222
Flying Without Wings,2,2.0,2.0,2003-06-30,0.75,0.498,226133,0.493,0,0.0,-7.748,1,5,0.0369,146.049,0.222
Magic Stick,2,2.0,12.0,2003-07-07,0.117,0.849,359973,0.499,1,4.97e-05,-7.872,1,58,0.271,92.982,0.504
Magic Stick,2,2.0,13.0,2003-07-14,0.117,0.849,359973,0.499,1,4.97e-05,-7.872,1,58,0.271,92.982,0.504
Magic Stick,2,2.0,14.0,2003-07-21,0.117,0.849,359973,0.499,1,4.97e-05,-7.872,1,58,0.271,92.982,0.504
Right Thurr,3,3.0,12.0,2003-07-28,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,2,2.0,13.0,2003-08-04,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,2,2.0,14.0,2003-08-11,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,2,2.0,15.0,2003-08-18,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,2,2.0,16.0,2003-08-25,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,3,2.0,17.0,2003-09-01,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,2,2.0,18.0,2003-09-08,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,3,2.0,19.0,2003-09-15,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,3,2.0,20.0,2003-09-22,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,3,2.0,21.0,2003-09-29,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,4,2.0,22.0,2003-10-06,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Right Thurr,4,2.0,23.0,2003-10-13,0.15,0.866,249800,0.749,1,0.0,-3.977,1,69,0.253,92.077,0.891
Stand Up,4,4.0,8.0,2003-10-20,0.347,0.782,213760,0.832,1,0.0,-4.81,1,41,0.341,99.124,0.788
Stand Up,2,2.0,9.0,2003-10-27,0.347,0.782,213760,0.832,1,0.0,-4.81,1,41,0.341,99.124,0.788
Stand Up,2,2.0,10.0,2003-11-03,0.347,0.782,213760,0.832,1,0.0,-4.81,1,41,0.341,99.124,0.788
Stand Up,2,2.0,11.0,2003-11-10,0.347,0.782,213760,0.832,1,0.0,-4.81,1,41,0.341,99.124,0.788
Stand Up,2,2.0,12.0,2003-11-17,0.347,0.782,213760,0.832,1,0.0,-4.81,1,41,0.341,99.124,0.788
Stand Up,2,2.0,13.0,2003-11-24,0.347,0.782,213760,0.832,1,0.0,-4.81,1,41,0.341,99.124,0.788
Stand Up,1,1.0,4.0,2003-12-01,0.347,0.782,213760,0.832,1,0.0,-4.81,1,41,0.341,99.124,0.788
Hey Ya!,1,1.0,9.0,2003-12-08,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
Hey Ya!,1,1.0,0.0,2003-12-15,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
Hey Ya!,1,1.0,1.0,2003-12-22,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
Hey Ya!,1,1.0,2.0,2003-12-29,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
Hey Ya!,1,1.0,3.0,2004-01-05,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
Hey Ya!,1,1.0,4.0,2004-01-12,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
Hey Ya!,1,1.0,5.0,2004-01-19,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
Hey Ya!,1,1.0,6.0,2004-01-26,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
Hey Ya!,1,1.0,7.0,2004-02-02,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
Hey Ya!,3,1.0,18.0,2004-02-09,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
"Me, Myself And I",4,4.0,15.0,2004-02-16,0.226,0.75,301133,0.458,0,3.25e-05,-9.092,1,68,0.0803,83.61,0.536
Hey Ya!,5,1.0,20.0,2004-02-23,0.0561,0.723,235213,0.97,0,0.000191,-2.429,1,0,0.0575,79.49,0.966
One Call Away,4,4.0,6.0,2004-03-01,0.0918,0.764,276596,0.821,0,0.0,-5.919,1,61,0.183,162.519,0.962
One Call Away,2,2.0,7.0,2004-03-08,0.0918,0.764,276596,0.821,0,0.0,-5.919,1,61,0.183,162.519,0.962
One Call Away,2,2.0,8.0,2004-03-15,0.0918,0.764,276596,0.821,0,0.0,-5.919,1,61,0.183,162.519,0.962
One Call Away,2,2.0,9.0,2004-03-22,0.0918,0.764,276596,0.821,0,0.0,-5.919,1,61,0.183,162.519,0.962
One Call Away,2,2.0,10.0,2004-03-29,0.0918,0.764,276596,0.821,0,0.0,-5.919,1,61,0.183,162.519,0.962
One Call Away,2,2.0,11.0,2004-04-05,0.0918,0.764,276596,0.821,0,0.0,-5.919,1,61,0.183,162.519,0.962
One Call Away,4,2.0,12.0,2004-04-12,0.0918,0.764,276596,0.821,0,0.0,-5.919,1,61,0.183,162.519,0.962
This Love,5,5.0,11.0,2004-04-19,0.0525,0.712,206200,0.862,0,0.0,-4.612,0,70,0.0378,95.051,0.809
Naughty Girl,5,5.0,6.0,2004-04-26,0.237,0.588,208573,0.461,0,1.54e-05,-8.686,0,61,0.161,200.053,0.659
Naughty Girl,4,4.0,7.0,2004-05-03,0.237,0.588,208573,0.461,0,1.54e-05,-8.686,0,61,0.161,200.053,0.659
Naughty Girl,4,4.0,8.0,2004-05-10,0.237,0.588,208573,0.461,0,1.54e-05,-8.686,0,61,0.161,200.053,0.659
Naughty Girl,4,4.0,9.0,2004-05-17,0.237,0.588,208573,0.461,0,1.54e-05,-8.686,0,61,0.161,200.053,0.659
Naughty Girl,4,4.0,10.0,2004-05-24,0.237,0.588,208573,0.461,0,1.54e-05,-8.686,0,61,0.161,200.053,0.659
Naughty Girl,3,3.0,11.0,2004-05-31,0.237,0.588,208573,0.461,0,1.54e-05,-8.686,0,61,0.161,200.053,0.659
Naughty Girl,3,3.0,12.0,2004-06-07,0.237,0.588,208573,0.461,0,1.54e-05,-8.686,0,61,0.161,200.053,0.659
Naughty Girl,4,3.0,13.0,2004-06-14,0.237,0.588,208573,0.461,0,1.54e-05,-8.686,0,61,0.161,200.053,0.659
If I Ain't Got You,5,5.0,17.0,2004-06-21,0.603,0.609,228707,0.445,0,6.77e-06,-9.129,1,80,0.106,118.393,0.166
If I Ain't Got You,4,4.0,18.0,2004-06-28,0.603,0.609,228707,0.445,0,6.77e-06,-9.129,1,80,0.106,118.393,0.166
I Believe,1,1.0,1.0,2004-07-05,0.357,0.525,302027,0.446,0,0.0,-8.797,1,46,0.0308,133.865,0.134
Slow Motion,3,3.0,12.0,2004-07-12,0.526,0.711,248200,0.733,1,0.0,-4.96,0,64,0.34,172.925,0.87
Slow Motion,2,2.0,13.0,2004-07-19,0.526,0.711,248200,0.733,1,0.0,-4.96,0,64,0.34,172.925,0.87
Slow Motion,2,2.0,14.0,2004-07-26,0.526,0.711,248200,0.733,1,0.0,-4.96,0,64,0.34,172.925,0.87
Slow Motion,1,1.0,5.0,2004-08-02,0.526,0.711,248200,0.733,1,0.0,-4.96,0,64,0.34,172.925,0.87
Slow Motion,1,1.0,6.0,2004-08-09,0.526,0.711,248200,0.733,1,0.0,-4.96,0,64,0.34,172.925,0.87
Slow Motion,2,1.0,17.0,2004-08-16,0.526,0.711,248200,0.733,1,0.0,-4.96,0,64,0.34,172.925,0.87
Goodies,3,3.0,10.0,2004-08-23,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Goodies,3,3.0,11.0,2004-08-30,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Goodies,1,1.0,2.0,2004-09-06,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Goodies,1,1.0,3.0,2004-09-13,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Goodies,1,1.0,4.0,2004-09-20,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Goodies,1,1.0,5.0,2004-09-27,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Goodies,1,1.0,6.0,2004-10-04,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Goodies,1,1.0,7.0,2004-10-11,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Goodies,1,1.0,8.0,2004-10-18,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Goodies,2,1.0,19.0,2004-10-25,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Goodies,2,1.0,20.0,2004-11-01,0.0277,0.826,223000,0.647,0,1.52e-06,-6.306,0,7,0.0491,102.017,0.872
Drop It Like It's Hot,2,2.0,7.0,2004-11-08,0.0472,0.514,197172,0.351,0,0.0,-20.921,0,18,0.28,91.944,0.306
Drop It Like It's Hot,2,2.0,8.0,2004-11-15,0.0472,0.514,197172,0.351,0,0.0,-20.921,0,18,0.28,91.944,0.306
Drop It Like It's Hot,2,2.0,9.0,2004-11-22,0.0472,0.514,197172,0.351,0,0.0,-20.921,0,18,0.28,91.944,0.306
Drop It Like It's Hot,2,2.0,10.0,2004-11-29,0.0472,0.514,197172,0.351,0,0.0,-20.921,0,18,0.28,91.944,0.306
Drop It Like It's Hot,1,1.0,1.0,2004-12-06,0.0472,0.514,197172,0.351,0,0.0,-20.921,0,18,0.28,91.944,0.306
Drop It Like It's Hot,1,1.0,2.0,2004-12-13,0.0472,0.514,197172,0.351,0,0.0,-20.921,0,18,0.28,91.944,0.306
Drop It Like It's Hot,1,1.0,3.0,2004-12-20,0.0472,0.514,197172,0.351,0,0.0,-20.921,0,18,0.28,91.944,0.306
Let Me Love You,1,1.0,1.0,2004-12-27,0.186,0.677,249360,0.563,0,0.0,-8.949,0,32,0.0765,94.517,0.596
Let Me Love You,1,1.0,2.0,2005-01-03,0.186,0.677,249360,0.563,0,0.0,-8.949,0,32,0.0765,94.517,0.596
Let Me Love You,1,1.0,3.0,2005-01-10,0.186,0.677,249360,0.563,0,0.0,-8.949,0,32,0.0765,94.517,0.596
Let Me Love You,1,1.0,4.0,2005-01-17,0.186,0.677,249360,0.563,0,0.0,-8.949,0,32,0.0765,94.517,0.596
Let Me Love You,1,1.0,5.0,2005-01-24,0.186,0.677,249360,0.563,0,0.0,-8.949,0,32,0.0765,94.517,0.596
Let Me Love You,1,1.0,6.0,2005-01-31,0.186,0.677,249360,0.563,0,0.0,-8.949,0,32,0.0765,94.517,0.596
Let Me Love You,1,1.0,7.0,2005-02-07,0.186,0.677,249360,0.563,0,0.0,-8.949,0,32,0.0765,94.517,0.596
Let Me Love You,1,1.0,8.0,2005-02-14,0.186,0.677,249360,0.563,0,0.0,-8.949,0,32,0.0765,94.517,0.596
Let Me Love You,1,1.0,9.0,2005-02-21,0.186,0.677,249360,0.563,0,0.0,-8.949,0,32,0.0765,94.517,0.596
Candy Shop,1,1.0,5.0,2005-02-28,0.0253,0.614,209107,0.574,1,3.2e-05,-7.961,1,79,0.466,125.173,0.755
Candy Shop,1,1.0,6.0,2005-03-07,0.0253,0.614,209107,0.574,1,3.2e-05,-7.961,1,79,0.466,125.173,0.755
Candy Shop,1,1.0,7.0,2005-03-14,0.0253,0.614,209107,0.574,1,3.2e-05,-7.961,1,79,0.466,125.173,0.755
Candy Shop,1,1.0,8.0,2005-03-21,0.0253,0.614,209107,0.574,1,3.2e-05,-7.961,1,79,0.466,125.173,0.755
Candy Shop,1,1.0,9.0,2005-03-28,0.0253,0.614,209107,0.574,1,3.2e-05,-7.961,1,79,0.466,125.173,0.755
Candy Shop,1,1.0,0.0,2005-04-04,0.0253,0.614,209107,0.574,1,3.2e-05,-7.961,1,79,0.466,125.173,0.755
Candy Shop,1,1.0,1.0,2005-04-11,0.0253,0.614,209107,0.574,1,3.2e-05,-7.961,1,79,0.466,125.173,0.755
Candy Shop,1,1.0,2.0,2005-04-18,0.0253,0.614,209107,0.574,1,3.2e-05,-7.961,1,79,0.466,125.173,0.755
Candy Shop,1,1.0,3.0,2005-04-25,0.0253,0.614,209107,0.574,1,3.2e-05,-7.961,1,79,0.466,125.173,0.755
Hollaback Girl,1,1.0,6.0,2005-05-02,0.391,0.912,199853,0.91,1,0.0,-2.114,0,45,0.104,110.051,0.889
Hollaback Girl,1,1.0,7.0,2005-05-09,0.391,0.912,199853,0.91,1,0.0,-2.114,0,45,0.104,110.051,0.889
Hollaback Girl,1,1.0,8.0,2005-05-16,0.391,0.912,199853,0.91,1,0.0,-2.114,0,45,0.104,110.051,0.889
Hollaback Girl,1,1.0,9.0,2005-05-23,0.391,0.912,199853,0.91,1,0.0,-2.114,0,45,0.104,110.051,0.889
We Belong Together,1,1.0,8.0,2005-05-30,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,9.0,2005-06-06,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,0.0,2005-06-13,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,1.0,2005-06-20,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
Inside Your Heaven,1,1.0,1.0,2005-06-27,0.112,0.378,225280,0.565,0,1.75e-06,-4.734,1,40,0.0312,134.564,0.143
We Belong Together,1,1.0,3.0,2005-07-04,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,4.0,2005-07-11,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,5.0,2005-07-18,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,6.0,2005-07-25,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,7.0,2005-08-01,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,8.0,2005-08-08,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,9.0,2005-08-15,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,0.0,2005-08-22,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,1.0,2005-08-29,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
We Belong Together,1,1.0,2.0,2005-09-05,0.026,0.841,201387,0.475,0,0.0,-7.945,1,27,0.0644,139.971,0.765
Shake It Off,2,2.0,8.0,2005-09-12,0.175,0.781,232827,0.498,0,0.0,-6.542,1,27,0.113,134.078,0.862
Shake It Off,2,2.0,9.0,2005-09-19,0.175,0.781,232827,0.498,0,0.0,-6.542,1,27,0.113,134.078,0.862
Shake It Off,2,2.0,10.0,2005-09-26,0.175,0.781,232827,0.498,0,0.0,-6.542,1,27,0.113,134.078,0.862
Shake It Off,2,2.0,11.0,2005-10-03,0.175,0.781,232827,0.498,0,0.0,-6.542,1,27,0.113,134.078,0.862
Shake It Off,2,2.0,12.0,2005-10-10,0.175,0.781,232827,0.498,0,0.0,-6.542,1,27,0.113,134.078,0.862
Photograph,2,2.0,7.0,2005-10-17,0.00114,0.515,258893,0.874,0,7.16e-05,-3.73,1,50,0.0289,145.923,0.418
Photograph,3,2.0,8.0,2005-10-24,0.00114,0.515,258893,0.874,0,7.16e-05,-3.73,1,50,0.0289,145.923,0.418
My Humps,3,3.0,12.0,2005-10-31,0.128,0.799,326827,0.68,0,8.54e-06,-5.921,0,27,0.232,123.968,0.604
My Humps,3,3.0,13.0,2005-11-07,0.128,0.799,326827,0.68,0,8.54e-06,-5.921,0,27,0.232,123.968,0.604
My Humps,3,3.0,14.0,2005-11-14,0.128,0.799,326827,0.68,0,8.54e-06,-5.921,0,27,0.232,123.968,0.604
My Humps,3,3.0,15.0,2005-11-21,0.128,0.799,326827,0.68,0,8.54e-06,-5.921,0,27,0.232,123.968,0.604
My Humps,3,3.0,16.0,2005-11-28,0.128,0.799,326827,0.68,0,8.54e-06,-5.921,0,27,0.232,123.968,0.604
My Humps,3,3.0,17.0,2005-12-05,0.128,0.799,326827,0.68,0,8.54e-06,-5.921,0,27,0.232,123.968,0.604
Photograph,4,2.0,15.0,2005-12-12,0.00114,0.515,258893,0.874,0,7.16e-05,-3.73,1,50,0.0289,145.923,0.418
Grillz,4,4.0,6.0,2005-12-19,0.0358,0.867,271160,0.504,0,0.0,-7.737,0,57,0.241,82.996,0.84
Grillz,3,3.0,7.0,2005-12-26,0.0358,0.867,271160,0.504,0,0.0,-7.737,0,57,0.241,82.996,0.84
Grillz,3,3.0,8.0,2006-01-02,0.0358,0.867,271160,0.504,0,0.0,-7.737,0,57,0.241,82.996,0.84
Photograph,3,2.0,19.0,2006-01-09,0.00114,0.515,258893,0.874,0,7.16e-05,-3.73,1,50,0.0289,145.923,0.418
Grillz,1,1.0,0.0,2006-01-16,0.0358,0.867,271160,0.504,0,0.0,-7.737,0,57,0.241,82.996,0.84
Grillz,1,1.0,1.0,2006-01-23,0.0358,0.867,271160,0.504,0,0.0,-7.737,0,57,0.241,82.996,0.84
Grillz,2,1.0,12.0,2006-01-30,0.0358,0.867,271160,0.504,0,0.0,-7.737,0,57,0.241,82.996,0.84
Grillz,2,1.0,13.0,2006-02-06,0.0358,0.867,271160,0.504,0,0.0,-7.737,0,57,0.241,82.996,0.84
You're Beautiful,2,2.0,15.0,2006-02-13,0.633,0.675,209493,0.479,1,1.76e-05,-9.87,0,69,0.0278,81.998,0.454
You're Beautiful,2,2.0,16.0,2006-02-20,0.633,0.675,209493,0.479,1,1.76e-05,-9.87,0,69,0.0278,81.998,0.454
You're Beautiful,2,2.0,17.0,2006-02-27,0.633,0.675,209493,0.479,1,1.76e-05,-9.87,0,69,0.0278,81.998,0.454
You're Beautiful,1,1.0,8.0,2006-03-06,0.633,0.675,209493,0.479,1,1.76e-05,-9.87,0,69,0.0278,81.998,0.454
So Sick,1,1.0,5.0,2006-03-13,0.254,0.572,207187,0.572,0,0.0,-8.324,1,34,0.301,94.897,0.61
So Sick,1,1.0,6.0,2006-03-20,0.254,0.572,207187,0.572,0,0.0,-8.324,1,34,0.301,94.897,0.61
Temperature,1,1.0,1.0,2006-03-27,0.531,0.621,221354,0.931,0,0.0,-5.331,1,32,0.224,129.507,0.643
Bad Day,1,1.0,7.0,2006-04-03,0.27,0.583,233920,0.667,0,3.64e-05,-7.351,1,48,0.029,140.028,0.53
Bad Day,1,1.0,8.0,2006-04-10,0.27,0.583,233920,0.667,0,3.64e-05,-7.351,1,48,0.029,140.028,0.53
Bad Day,1,1.0,9.0,2006-04-17,0.27,0.583,233920,0.667,0,3.64e-05,-7.351,1,48,0.029,140.028,0.53
Bad Day,1,1.0,0.0,2006-04-24,0.27,0.583,233920,0.667,0,3.64e-05,-7.351,1,48,0.029,140.028,0.53
Bad Day,1,1.0,1.0,2006-05-01,0.27,0.583,233920,0.667,0,3.64e-05,-7.351,1,48,0.029,140.028,0.53
SOS,1,1.0,2.0,2006-05-08,0.00427,0.664,238920,0.666,0,4.56e-05,-4.787,1,45,0.0419,137.028,0.431
SOS,1,1.0,3.0,2006-05-15,0.00427,0.664,238920,0.666,0,4.56e-05,-4.787,1,45,0.0419,137.028,0.431
SOS,1,1.0,4.0,2006-05-22,0.00427,0.664,238920,0.666,0,4.56e-05,-4.787,1,45,0.0419,137.028,0.431
Ridin',1,1.0,4.0,2006-05-29,0.19,0.786,302987,0.808,1,0.0,-4.673,0,8,0.0998,143.035,0.859
Ridin',1,1.0,5.0,2006-06-05,0.19,0.786,302987,0.808,1,0.0,-4.673,0,8,0.0998,143.035,0.859
Promiscuous,3,3.0,5.0,2006-06-12,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Promiscuous,2,2.0,6.0,2006-06-19,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Do I Make You Proud,1,1.0,1.0,2006-06-26,0.0292,0.457,248693,0.539,0,0.0,-8.24,1,1,0.0311,144.045,0.311
Promiscuous,1,1.0,8.0,2006-07-03,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Promiscuous,1,1.0,9.0,2006-07-10,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Promiscuous,1,1.0,0.0,2006-07-17,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Promiscuous,1,1.0,1.0,2006-07-24,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Promiscuous,1,1.0,2.0,2006-07-31,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Promiscuous,1,1.0,3.0,2006-08-07,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Promiscuous,3,1.0,14.0,2006-08-14,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Promiscuous,3,1.0,15.0,2006-08-21,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Promiscuous,3,1.0,16.0,2006-08-28,0.05,0.813,242200,0.977,0,2.75e-05,-6.078,0,67,0.0476,114.316,0.842
Give It Up To Me,3,3.0,14.0,2006-09-04,0.00831,0.835,212907,0.482,0,0.0,-10.261,1,12,0.0837,95.994,0.196
Give It Up To Me,5,3.0,15.0,2006-09-11,0.00831,0.835,212907,0.482,0,0.0,-10.261,1,12,0.0837,95.994,0.196
Give It Up To Me,5,3.0,16.0,2006-09-18,0.00831,0.835,212907,0.482,0,0.0,-10.261,1,12,0.0837,95.994,0.196
Money Maker,2,2.0,6.0,2006-09-25,0.149,0.464,230613,0.598,1,0.0,-6.79,1,37,0.27,79.732,0.612
Money Maker,2,2.0,7.0,2006-10-02,0.149,0.464,230613,0.598,1,0.0,-6.79,1,37,0.27,79.732,0.612
Money Maker,2,2.0,8.0,2006-10-09,0.149,0.464,230613,0.598,1,0.0,-6.79,1,37,0.27,79.732,0.612
Money Maker,2,2.0,9.0,2006-10-16,0.149,0.464,230613,0.598,1,0.0,-6.79,1,37,0.27,79.732,0.612
Money Maker,1,1.0,0.0,2006-10-23,0.149,0.464,230613,0.598,1,0.0,-6.79,1,37,0.27,79.732,0.612
Money Maker,1,1.0,1.0,2006-10-30,0.149,0.464,230613,0.598,1,0.0,-6.79,1,37,0.27,79.732,0.612
Smack That,2,2.0,6.0,2006-11-06,0.321,0.939,212360,0.742,1,0.0,-5.171,0,0,0.0467,118.978,0.924
Smack That,2,2.0,7.0,2006-11-13,0.321,0.939,212360,0.742,1,0.0,-5.171,0,0,0.0467,118.978,0.924
Smack That,2,2.0,8.0,2006-11-20,0.321,0.939,212360,0.742,1,0.0,-5.171,0,0,0.0467,118.978,0.924
I Wanna Love You,1,1.0,8.0,2006-11-27,0.0373,0.866,247067,0.454,1,1.49e-06,-9.383,1,1,0.0414,99.985,0.368
I Wanna Love You,1,1.0,9.0,2006-12-04,0.0373,0.866,247067,0.454,1,1.49e-06,-9.383,1,1,0.0414,99.985,0.368
Irreplaceable,1,1.0,7.0,2006-12-11,0.0293,0.447,227853,0.694,0,5.46e-06,-4.637,0,74,0.382,175.868,0.509
Irreplaceable,1,1.0,8.0,2006-12-18,0.0293,0.447,227853,0.694,0,5.46e-06,-4.637,0,74,0.382,175.868,0.509
Irreplaceable,1,1.0,9.0,2006-12-25,0.0293,0.447,227853,0.694,0,5.46e-06,-4.637,0,74,0.382,175.868,0.509
Irreplaceable,1,1.0,0.0,2007-01-01,0.0293,0.447,227853,0.694,0,5.46e-06,-4.637,0,74,0.382,175.868,0.509
Irreplaceable,1,1.0,1.0,2007-01-08,0.0293,0.447,227853,0.694,0,5.46e-06,-4.637,0,74,0.382,175.868,0.509
Irreplaceable,1,1.0,2.0,2007-01-15,0.0293,0.447,227853,0.694,0,5.46e-06,-4.637,0,74,0.382,175.868,0.509
Irreplaceable,1,1.0,3.0,2007-01-22,0.0293,0.447,227853,0.694,0,5.46e-06,-4.637,0,74,0.382,175.868,0.509
Irreplaceable,1,1.0,4.0,2007-01-29,0.0293,0.447,227853,0.694,0,5.46e-06,-4.637,0,74,0.382,175.868,0.509
Irreplaceable,1,1.0,5.0,2007-02-05,0.0293,0.447,227853,0.694,0,5.46e-06,-4.637,0,74,0.382,175.868,0.509
Irreplaceable,1,1.0,6.0,2007-02-12,0.0293,0.447,227853,0.694,0,5.46e-06,-4.637,0,74,0.382,175.868,0.509
Say It Right,1,1.0,4.0,2007-02-19,0.0488,0.871,223080,0.873,0,0.000747,-6.234,1,57,0.13,116.945,0.813
Say It Right,3,1.0,15.0,2007-02-26,0.0488,0.871,223080,0.873,0,0.000747,-6.234,1,57,0.13,116.945,0.813
The Sweet Escape,4,3.0,11.0,2007-03-05,0.191,0.756,246467,0.77,0,0.0,-3.502,1,62,0.0343,119.961,0.73
Don't Matter,2,2.0,7.0,2007-03-12,0.231,0.795,293067,0.456,1,0.0,-6.064,1,2,0.04,125.261,0.375
Don't Matter,3,2.0,8.0,2007-03-19,0.231,0.795,293067,0.456,1,0.0,-6.064,1,2,0.04,125.261,0.375
Don't Matter,3,2.0,9.0,2007-03-26,0.231,0.795,293067,0.456,1,0.0,-6.064,1,2,0.04,125.261,0.375
Don't Matter,1,1.0,0.0,2007-04-02,0.231,0.795,293067,0.456,1,0.0,-6.064,1,2,0.04,125.261,0.375
Don't Matter,1,1.0,1.0,2007-04-09,0.231,0.795,293067,0.456,1,0.0,-6.064,1,2,0.04,125.261,0.375
Give It To Me,1,1.0,9.0,2007-04-16,0.208,0.978,234080,0.696,1,0.00705,-4.962,1,49,0.064,110.626,0.794
Give It To Me,1,1.0,0.0,2007-04-23,0.208,0.978,234080,0.696,1,0.00705,-4.962,1,49,0.064,110.626,0.794
